,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GOOG,GOOG_6m,GOOG_12m,GOOG_6m_ret,GOOG_12m_ret
203,203,203,203,2019-11-22,64.76699829101562,65.572998046875,64.58999633789062,-0.01229164106974645,0.0027403926793716504
204,204,204,204,2019-11-25,65.33450317382812,66.74349975585938,65.44300079345703,-0.021110618819588534,-0.0016578949362565654
205,205,205,205,2019-11-26,65.67749786376953,66.03500366210938,65.56849670410156,-0.0054138832212252685,0.0016624013840040863
206,206,206,206,2019-11-27,65.64949798583984,65.77300262451172,64.95950317382812,-0.0018777406191555768,0.010621922556355301
207,207,207,207,2019-11-29,65.24800109863281,65.15249633789062,64.94000244140625,0.0014658649493164422,0.004742818688749928
208,208,208,208,2019-12-02,64.49600219726562,65.06749725341797,64.9000015258789,-0.008783111081198447,-0.006224950987900768
209,209,209,209,2019-12-03,64.76399993896484,64.76699829101562,65.572998046875,-4.6294442075378583e-05,-0.01233736647715633
210,210,210,210,2019-12-04,66.0270004272461,65.33450317382812,66.74349975585938,0.010599257969032383,-0.010735117745310885
211,211,211,211,2019-12-05,66.40650177001953,65.67749786376953,66.03500366210938,0.011099751512491096,0.005625775532792421
212,212,212,212,2019-12-06,67.03099822998047,65.64949798583984,65.77300262451172,0.021043576668912323,0.019126321671073088
213,213,213,213,2019-12-09,67.1780014038086,65.24800109863281,65.15249633789062,0.029579454890246826,0.031088679325706803
214,214,214,214,2019-12-10,67.23300170898438,64.49600219726562,65.06749725341797,0.042436731246495496,0.033280893640836196
215,215,215,215,2019-12-11,67.2509994506836,64.76399993896484,64.76699829101562,0.03840095599503668,0.03835288380212831
216,216,216,216,2019-12-12,67.51349639892578,66.0270004272461,65.33450317382812,0.022513456041632907,0.03335133993902506
217,217,217,217,2019-12-13,67.3915023803711,66.40650177001953,65.67749786376953,0.014832894130801133,0.02609728708235526
218,218,218,218,2019-12-16,68.05850219726562,67.03099822998047,65.64949798583984,0.015328788089352896,0.036694937285664864
219,219,219,219,2019-12-17,67.75599670410156,67.1780014038086,65.24800109863281,0.00860393712546803,0.03843789178579615
220,220,220,220,2019-12-18,67.63099670410156,67.23300170898438,64.49600219726562,0.005919637454830484,0.04860757876507349
221,221,221,221,2019-12-19,67.802001953125,67.2509994506836,64.76399993896484,0.008193223995808019,0.046908807624965076
222,222,222,222,2019-12-20,67.47949981689453,67.51349639892578,66.0270004272461,-0.0005035523835170697,0.021998566953664866
223,223,223,223,2019-12-23,67.44200134277344,67.3915023803711,66.40650177001953,0.0007493372401363718,0.015593346210888592
224,224,224,224,2019-12-24,67.1780014038086,68.05850219726562,67.03099822998047,-0.01293741068389842,0.0021930625786559244
225,225,225,225,2019-12-26,68.0199966430664,67.75599670410156,67.1780014038086,0.003896333192732193,0.012533794124010234
226,226,226,226,2019-12-27,67.59449768066406,67.63099670410156,67.23300170898438,-0.0005396789226276288,0.005376763828639053
227,227,227,227,2019-12-30,66.80699920654297,67.802001953125,67.2509994506836,-0.01467512341700361,-0.006602135994517311
228,228,228,228,2019-12-31,66.85099792480469,67.47949981689453,67.51349639892578,-0.009313967853870952,-0.009812830166675113
229,229,229,229,2020-01-02,68.36849975585938,67.44200134277344,67.3915023803711,0.01373770639422478,0.014497337809356248
230,230,230,230,2020-01-03,68.03299713134766,67.1780014038086,68.05850219726562,0.012727317122753767,-0.0003747520896660861
231,231,231,231,2020-01-06,69.71050262451172,68.0199966430664,67.75599670410156,0.02485307357946831,0.028846242627729612
232,232,232,232,2020-01-07,69.66699981689453,67.59449768066406,67.63099670410156,0.030660811269307198,0.03010458535308702
233,233,233,233,2020-01-08,70.21600341796875,66.80699920654297,67.802001953125,0.05102765057425174,0.03560369008739106
234,234,234,234,2020-01-09,70.99150085449219,66.85099792480469,67.47949981689453,0.06193629202580975,0.052045451539022514
235,235,235,235,2020-01-10,71.48650360107422,68.36849975585938,67.44200134277344,0.045605854397114065,0.05997008062890408
236,236,236,236,2020-01-13,71.96150207519531,68.03299713134766,67.1780014038086,0.05774411108572952,0.07120635582224266
237,237,237,237,2020-01-14,71.54399871826172,69.71050262451172,68.0199966430664,0.026301576157411022,0.05180832474437547
238,238,238,238,2020-01-15,71.95999908447266,69.66699981689453,67.59449768066406,0.032913707689505856,0.06458367993845426
239,239,239,239,2020-01-16,72.58499908447266,70.21600341796875,66.80699920654297,0.03373868564410021,0.08648794208023336
240,240,240,240,2020-01-17,74.01950073242188,70.99150085449219,66.85099792480469,0.0426529914353555,0.10723105159447965
241,241,241,241,2020-01-21,74.22000122070312,71.48650360107422,68.36849975585938,0.03823795376653205,0.08558768271556616
242,242,242,242,2020-01-22,74.29750061035156,71.96150207519531,68.03299713134766,0.03246178119955423,0.09208036898491123
243,243,243,243,2020-01-23,74.3324966430664,71.54399871826172,69.71050262451172,0.03897598645255651,0.06630269248595977
244,244,244,244,2020-01-24,73.33550262451172,71.95999908447266,69.66699981689453,0.019114835429950183,0.05265768322533049
