,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VMC,VMC_6m,VMC_12m,VMC_6m_ret,VMC_12m_ret
190,190,190,190,2019-11-05,135.6340789794922,140.1350555419922,140.45242309570312,-0.03211884810044019,-0.034305881023695584
191,191,191,191,2019-11-06,132.83541870117188,138.75010681152344,141.01988220214844,-0.04262834996145992,-0.05803765662805149
192,192,192,192,2019-11-07,132.152587890625,139.1060028076172,140.17349243164062,-0.049986447577023085,-0.05722126489020196
193,193,193,193,2019-11-08,131.2197265625,137.4036865234375,138.96173095703125,-0.045005779083537756,-0.05571321212834612
194,194,194,194,2019-11-11,131.30628967285156,138.15383911132812,139.8368682861328,-0.04956466995432984,-0.061003787612191496
195,195,195,195,2019-11-12,131.28700256347656,136.56698608398438,141.45262145996094,-0.03866222483126913,-0.07186589256220899
196,196,196,196,2019-11-13,133.25860595703125,135.6340789794922,140.1350555419922,-0.017513836053106635,-0.04907015991370112
197,197,197,197,2019-11-14,136.17269897460938,132.83541870117188,138.75010681152344,0.025123421946258828,-0.018575898038155625
198,198,198,198,2019-11-15,135.14364624023438,132.152587890625,139.1060028076172,0.022633369481079635,-0.028484439833000752
199,199,199,199,2019-11-18,135.32672119140625,131.2197265625,137.4036865234375,0.031298606821513975,-0.01511579044625544
200,200,200,200,2019-11-19,136.04962158203125,131.30628967285156,138.15383911132812,0.03612417897876519,-0.015230973984018181
201,201,201,201,2019-11-20,135.66409301757812,131.28700256347656,136.56698608398438,0.03333986128585176,-0.006611356758294384
202,202,202,202,2019-11-21,135.5484161376953,133.25860595703125,135.6340789794922,0.01718320677467089,-0.0006315731447539275
203,203,203,203,2019-11-22,133.4664764404297,136.17269897460938,132.83541870117188,-0.01987345888388603,0.004750673769301272
204,204,204,204,2019-11-25,135.22071838378906,135.14364624023438,132.152587890625,0.0005702979436983391,0.023216575188852007
205,205,205,205,2019-11-26,136.88819885253906,135.32672119140625,131.2197265625,0.011538576028338632,0.04319832420424352
206,206,206,206,2019-11-27,138.5653076171875,136.04962158203125,131.30628967285156,0.018490944744299798,0.055283093920494686
207,207,207,207,2019-11-29,136.74363708496094,135.66409301757812,131.28700256347656,0.007957478234442927,0.04156264074081606
208,208,208,208,2019-12-02,136.464111328125,135.5484161376953,133.25860595703125,0.006755484250730692,0.02405477190814498
209,209,209,209,2019-12-03,136.83999633789062,133.4664764404297,136.17269897460938,0.025276159133238663,0.004900375540075608
210,210,210,210,2019-12-04,136.30026245117188,135.22071838378906,135.14364624023438,0.00798356997571048,0.008558420932949229
211,211,211,211,2019-12-05,138.7388458251953,136.88819885253906,135.32672119140625,0.013519404800188983,0.025213975508672437
212,212,212,212,2019-12-06,138.31472778320312,138.5653076171875,136.04962158203125,-0.0018083879601137332,0.016649117982339368
213,213,213,213,2019-12-09,137.3123016357422,136.74363708496094,135.66409301757812,0.004158618001566916,0.012149188348242523
214,214,214,214,2019-12-10,134.9990234375,136.464111328125,135.5484161376953,-0.01073606735401833,-0.004053110437212459
215,215,215,215,2019-12-11,137.2544708251953,136.83999633789062,133.4664764404297,0.0030288987021107605,0.028381616760942308
216,216,216,216,2019-12-12,137.34124755859375,136.30026245117188,135.22071838378906,0.00763744022719548,0.015681984241394886
217,217,217,217,2019-12-13,137.83282470703125,138.7388458251953,136.88819885253906,-0.006530406915058351,0.006900710670536103
218,218,218,218,2019-12-16,137.20628356933594,138.31472778320312,138.5653076171875,-0.008013927595654002,-0.009807823265590598
219,219,219,219,2019-12-17,137.86172485351562,137.3123016357422,136.74363708496094,0.0040012672661400295,0.008176525009788937
220,220,220,220,2019-12-18,138.2472381591797,134.9990234375,136.464111328125,0.024061023842764984,0.013066635716164177
221,221,221,221,2019-12-19,136.5894317626953,137.2544708251953,136.83999633789062,-0.0048452998179343565,-0.0018310770381534391
222,222,222,222,2019-12-20,136.647216796875,137.34124755859375,136.30026245117188,-0.005053330838739156,0.0025455148762272284
223,223,223,223,2019-12-23,135.2882080078125,137.83282470703125,138.7388458251953,-0.01846161612538544,-0.024871461174835297
224,224,224,224,2019-12-24,137.49545288085938,137.20628356933594,138.31472778320312,0.0021075515202428896,-0.005923265840698466
225,225,225,225,2019-12-26,138.4593048095703,137.86172485351562,137.3123016357422,0.004334632811896499,0.008353244102417445
226,226,226,226,2019-12-27,138.69064331054688,138.2472381591797,134.9990234375,0.0032073346077021725,0.02734553020493502
227,227,227,227,2019-12-30,137.3797607421875,136.5894317626953,137.2544708251953,0.005786164927205073,0.0009128294054023822
228,228,228,228,2019-12-31,138.78700256347656,136.647216796875,137.34124755859375,0.015659197580162543,0.010526735635381534
229,229,229,229,2020-01-02,137.56288146972656,135.2882080078125,137.83282470703125,0.016813538263310557,-0.001958482951201712
230,230,230,230,2020-01-03,136.96534729003906,137.49545288085938,137.20628356933594,-0.0038554408870499213,-0.0017560149071097486
231,231,231,231,2020-01-06,136.72438049316406,138.4593048095703,137.86172485351562,-0.012530211088322085,-0.008249892140549164
232,232,232,232,2020-01-07,135.18218994140625,138.69064331054688,138.2472381591797,-0.0252969723507932,-0.022170773597981808
233,233,233,233,2020-01-08,136.26168823242188,137.3797607421875,136.5894317626953,-0.008138553333659093,-0.002399479418311423
234,234,234,234,2020-01-09,137.15805053710938,138.78700256347656,136.647216796875,-0.011737064683864484,0.003738339881402153
235,235,235,235,2020-01-10,137.9870147705078,137.56288146972656,135.2882080078125,0.003083195817431328,0.019948573511591405
236,236,236,236,2020-01-13,137.0810089111328,136.96534729003906,137.49545288085938,0.0008444590064728974,-0.0030142376423580863
237,237,237,237,2020-01-14,134.36289978027344,136.72438049316406,138.4593048095703,-0.01727183333632798,-0.029585624707063607
238,238,238,238,2020-01-15,134.61349487304688,135.18218994140625,138.69064331054688,-0.004206878647297185,-0.029397429705266598
239,239,239,239,2020-01-16,134.81588745117188,136.26168823242188,137.3797607421875,-0.010610471659384557,-0.018662671103548467
240,240,240,240,2020-01-17,136.01107788085938,137.15805053710938,138.78700256347656,-0.008362415853524263,-0.02000133032160245
241,241,241,241,2020-01-21,136.6569061279297,137.9870147705078,137.56288146972656,-0.009639375449858711,-0.006585899714497079
242,242,242,242,2020-01-22,136.57977294921875,137.0810089111328,136.96534729003906,-0.0036564945494310663,-0.0028151233027126077
243,243,243,243,2020-01-23,137.40869140625,134.36289978027344,136.72438049316406,0.022668397533526008,0.0050050394129974585
